GiftId,TripId
63554,31
85862,31
46098,31
55192,31
88826,31
14408,31
26247,31
31919,32
74933,32
58022,32
93700,32
95467,32
21070,32
28317,32
47763,32
60226,32
31151,32
85573,32
72834,32
64255,32
51921,32
5223,32
15079,32
66054,32
96989,32
29530,32
58180,32
91181,32
47600,32
92596,32
79966,32
49434,32
38768,32
20913,32
74840,32
2486,32
51602,32
43411,32
38297,32
29919,32
7482,32
79428,32
23576,32
55396,32
42927,32
63472,32
97420,32
52805,32
16284,32
70087,32
28340,32
20561,32
80182,32
51175,32
83929,32
94636,32
42740,32
24431,32
29202,32
57578,32
4542,32
69121,32
61838,32
77408,32
22763,32
64294,32
35088,32
63821,32
71863,32
33420,32
45298,32
86543,32
62341,32
90332,33
83362,33
53772,33
74658,33
46997,33
49791,33
63207,33
51133,33
36991,33
2785,33
68849,33
98093,33
90989,33
69775,33
98776,33
53201,33
18133,33
34035,33
27083,33
87883,33
90600,33
99616,33
2934,33
31272,33
39671,33
61427,33
21481,33
92414,33
57051,33
50732,33
58456,33
89894,33
11626,33
52724,33
58308,33
96940,33
37120,33
40568,33
41141,33
32773,33
58495,33
24266,33
80442,33
67123,33
79454,33
12081,33
10840,33
42153,33
29780,33
77076,33
71495,33
31927,33
69800,33
4443,33
20938,33
33400,33
33940,33
66953,33
3165,33
29231,33
69839,33
72461,33
74708,33
50312,33
73275,33
69764,33
5133,33
21676,33
71643,33
50829,33
69914,34
75764,34
13691,34
7298,34
74302,34
30392,34
26953,34
64141,34
19905,34
50887,34
20188,34
52149,34
46197,34
31544,34
3711,34
2600,34
38376,34
54101,34
44542,34
26279,34
80536,34
94023,34
81093,34
81046,34
80789,34
24819,34
82459,34
87528,34
3912,34
45602,34
26491,34
32800,34
12927,34
97881,34
82532,34
92577,34
52033,34
80073,34
69666,34
28215,34
377,34
85954,34
79848,34
38882,34
65006,34
23599,34
51983,34
15373,34
72747,34
8539,34
11732,34
54627,34
30509,34
73708,34
16151,34
82098,34
60586,34
43927,34
378,34
64444,34
86374,34
32677,34
3344,34
17765,34
46718,34
83181,34
23923,34
31518,35
36238,35
10182,35
56056,35
43690,35
55772,35
91582,35
54511,35
34305,35
49831,35
11302,35
35933,35
55700,35
84045,35
68918,35
10711,35
71361,35
92138,35
14662,35
36642,35
31217,35
66231,35
4149,35
95145,35
15963,35
65001,35
28863,35
88259,35
57678,35
69608,35
72590,35
18034,35
76290,35
75144,35
19,35
18356,35
12255,35
46546,35
3822,35
32085,35
15176,35
47485,35
60953,35
97846,35
54860,35
43306,35
7235,35
53896,35
16922,35
68466,35
34016,35
9462,35
40095,35
28534,35
38149,35
64896,35
7934,35
15573,35
58894,35
92499,35
71554,35
99011,35
52220,35
16138,35
67622,36
6368,36
51458,36
65625,36
81750,36
87314,36
97023,36
92832,36
67429,36
28973,36
68957,36
83856,36
89658,36
2053,36
69035,36
69546,36
50303,36
9030,36
80734,36
7119,36
22616,36
4524,36
24842,36
45155,36
31724,36
8964,36
24820,36
85992,36
15111,36
32846,36
50729,36
17948,36
73829,36
25233,36
30347,36
65498,36
93569,36
32837,36
88821,36
43816,36
22607,36
70339,36
3683,36
60845,36
23103,36
2023,36
9776,36
48893,36
74512,36
97398,36
99837,36
42917,36
25144,36
23291,36
69738,37
89905,37
75476,37
16477,37
65325,37
92572,37
76312,37
5076,37
46649,37
25984,37
53273,37
11519,37
11887,37
8978,37
40454,37
33122,37
85672,37
16713,37
48998,37
11411,37
21742,37
95871,37
53200,37
31156,37
42516,37
70376,37
19751,37
27130,37
9272,37
26381,37
20328,37
27102,37
91392,37
35402,37
53936,37
35636,37
46179,37
91189,37
63899,37
62362,37
4451,37
482,37
64147,37
68683,37
92528,37
3793,37
34280,37
82659,37
92354,37
98516,37
61344,37
70754,37
7904,37
78406,37
98119,37
41572,37
18256,37
70008,37
14306,38
91473,38
55916,38
12953,38
20347,38
5043,38
38351,38
71334,38
13247,38
5864,38
53883,38
28010,38
78175,38
95000,38
36613,38
58211,38
59491,38
57381,38
40229,38
25396,38
18759,38
42696,38
98891,38
22582,38
94392,38
39185,38
77438,38
39602,38
85484,38
80115,38
74954,38
5546,38
75289,38
41035,38
89183,38
25123,38
89827,38
24059,38
13303,38
24491,38
20479,38
26734,38
54700,38
16486,38
93190,38
72514,38
64699,38
73619,38
1878,38
40193,38
58194,38
66191,38
82243,38
35086,38
60279,38
39081,38
66228,38
14335,38
38211,38
26636,38
60607,38
95643,38
72926,38
62584,38
84364,38
39122,38
40413,38
97288,38
176,38
80675,39
55925,39
34688,39
23400,39
97319,39
7223,39
98606,39
60030,39
85270,39
47610,39
77138,39
5107,39
49699,39
15036,39
69446,39
68648,39
57443,39
39970,39
4819,39
29591,39
53880,39
79141,39
3180,39
85457,39
97753,39
96635,39
5823,39
17405,39
5329,39
78326,39
8743,39
4470,39
67203,39
22341,39
16663,39
88247,39
80702,39
26889,39
55975,39
76353,39
15067,39
90821,39
84781,39
64797,39
11064,39
86071,39
58661,39
23996,39
39953,39
18737,39
46867,39
96912,39
10956,39
62790,39
26952,39
5760,39
99004,39
8756,39
95012,39
37667,40
4405,40
99477,40
24706,40
88413,40
40449,40
87943,40
60881,40
74076,40
14006,40
31355,40
13320,40
60755,40
1899,40
70856,40
37165,40
16011,40
11797,40
10887,40
37881,40
23503,40
71134,40
15551,40
81978,40
67493,40
1973,40
64546,40
73807,40
97452,40
24345,40
16682,40
80616,40
46752,40
38942,40
14604,40
56666,40
77248,40
15075,40
2111,40
90146,40
16820,40
91474,40
20872,40
72310,40
47907,40
4421,40
72297,40
6667,40
9891,40
15639,40
35575,40
74537,40
96129,40
9157,40
27712,40
64146,40
54082,40
27717,40
31411,40
46374,40
95556,40
89355,40
48401,40
19254,40
68086,40
38589,41
98183,41
27788,41
71918,41
42491,41
46838,41
8830,41
80971,41
57442,41
49155,41
91382,41
96056,41
49263,41
66761,41
39650,41
74442,41
51044,41
90257,41
31792,41
38908,41
99549,41
92071,41
74227,41
18731,41
42863,41
89733,41
83483,41
76176,41
67227,41
70606,41
34132,41
88769,41
34729,41
9194,41
83143,41
68729,41
60255,41
10583,41
56941,41
82985,41
99907,41
59340,41
59363,41
49186,41
99559,41
60623,41
14989,41
58733,41
57040,41
80955,41
90437,41
42309,41
77306,41
90722,41
70834,41
25217,41
50175,41
69520,41
42751,41
88980,41
87138,41
28724,41
2528,41
99898,41
6934,41
71100,41
99095,42
24467,42
71485,42
71987,42
54867,42
86780,42
25208,42
8633,42
9584,42
97936,42
10775,42
81962,42
40703,42
15947,42
9849,42
71847,42
60876,42
83877,42
82320,42
27841,42
4924,42
55826,42
32068,42
80586,42
9446,42
51254,42
12611,42
12010,42
96592,42
13095,42
84915,42
35171,42
1596,42
81106,42
49013,42
16627,42
96193,42
95863,42
82455,42
16931,42
64253,42
76311,42
86900,42
87148,42
44176,42
56347,42
36462,42
44693,42
20129,42
69988,42
80137,42
91815,42
51508,42
5769,42
91471,42
48078,42
53526,42
23711,42
91778,42
15181,42
81684,42
56359,42
33843,42
47432,42
47568,42
26324,42
31716,42
66919,42
74443,42
6256,42
53104,43
73536,43
27177,43
14284,43
44201,43
61697,43
59331,43
51610,43
48156,43
16550,43
39874,43
86191,43
96119,43
36351,43
12078,43
95605,43
33204,43
88081,43
33928,43
64873,43
33187,43
25422,43
38144,43
52228,43
37225,43
1529,43
91169,43
17937,43
64482,43
30036,43
85234,43
97561,43
56910,43
68440,43
44752,43
72052,43
38263,43
40648,43
41027,43
49746,43
62600,43
94360,43
81323,43
95309,43
62885,43
43703,43
27849,43
46297,43
91396,43
37046,43
79636,43
71342,43
50899,43
27904,43
23646,43
27836,43
26254,43
52890,43
5289,43
60597,43
77647,43
57714,43
69915,43
66683,43
